day,id,reason
14347,550,dehydration
14347,3356,dehydration
14347,3368,dehydration
14347,6482,dehydration
14347,18283,dehydration
14347,23458,dehydration
14348,5471,dehydration
14348,7641,dehydration
14348,17821,dehydration
14348,23361,dehydration
14348,25101,dehydration
14348,25578,dehydration
14348,27615,dehydration
14349,15863,dehydration
14349,21048,dehydration
14349,22112,dehydration
14349,23957,dehydration
14349,27414,dehydration
14350,653,dehydration
14350,1661,dehydration
14350,2555,dehydration
14350,4781,dehydration
14351,5564,dehydration
14351,5695,dehydration
14352,1113,dehydration
14352,18531,dehydration
14352,21073,dehydration
14352,27431,dehydration
14352,27602,dehydration
14353,1227,dehydration
14353,6402,dehydration
14353,20796,dehydration
14353,26245,dehydration
14354,6096,dehydration
14354,19493,dehydration
14354,24154,dehydration
14355,22294,dehydration
14356,5068,dehydration
14356,14044,dehydration
14356,21159,dehydration
14357,14112,dehydration
14357,17166,dehydration
14357,17630,dehydration
14357,20455,dehydration
14357,26542,dehydration
14357,27720,dehydration
14358,4768,dehydration
14358,5690,dehydration
14358,20302,dehydration
14358,21852,dehydration
14358,23989,dehydration
14358,25689,dehydration
14358,27329,dehydration
14358,27767,dehydration
14359,4537,dehydration
14359,9286,dehydration
14359,10882,dehydration
14359,20283,dehydration
14359,23601,dehydration
14359,23898,dehydration
14359,27078,dehydration
14360,4514,dehydration
14360,17417,dehydration
14360,17794,dehydration
14360,26336,dehydration
14361,10857,dehydration
14361,11018,dehydration
14361,14726,dehydration
14361,17274,dehydration
14361,19651,dehydration
14361,22925,dehydration
14361,26482,dehydration
14362,2961,dehydration
14362,12588,dehydration
14362,13429,dehydration
14362,14752,dehydration
14362,15914,dehydration
14363,1053,dehydration
14363,2131,dehydration
14363,2403,dehydration
14363,6511,dehydration
14363,9882,dehydration
14363,14142,dehydration
14363,19576,dehydration
14363,23629,dehydration
14364,305,dehydration
14364,7829,dehydration
14364,15406,dehydration
14364,22235,dehydration
14365,391,dehydration
14365,6007,dehydration
14365,27246,dehydration
14365,27536,dehydration
14366,759,dehydration
14366,7167,dehydration
14366,10549,dehydration
14366,11363,dehydration
14366,12951,dehydration
14366,23574,dehydration
14366,26960,dehydration
14367,5008,dehydration
14367,10195,dehydration
14367,11257,dehydration
14367,15230,dehydration
14367,20394,dehydration
14367,20820,dehydration
14367,26797,dehydration
14367,27611,dehydration
14368,7183,dehydration
14368,11217,dehydration
14368,11864,dehydration
14368,18766,dehydration
14368,19025,dehydration
14368,26316,dehydration
14368,27754,dehydration
14369,2705,dehydration
14369,8413,dehydration
14369,13683,dehydration
14370,8644,dehydration
14371,5962,dehydration
14371,9669,dehydration
14371,10254,dehydration
14371,10729,dehydration
14371,10913,dehydration
14371,11712,dehydration
14371,11990,dehydration
14371,12800,dehydration
14371,17577,dehydration
14371,17641,dehydration
14371,27149,dehydration
14371,27850,dehydration
14372,244,dehydration
14372,2875,dehydration
14372,6025,dehydration
14372,8245,dehydration
14372,17764,dehydration
14372,25008,dehydration
14372,26531,dehydration
14372,27696,dehydration
14373,191,dehydration
14373,1190,dehydration
14373,6335,dehydration
14373,7455,dehydration
14373,7635,dehydration
14373,9682,dehydration
14373,15985,dehydration
14373,20407,dehydration
14373,22221,dehydration
14374,1106,dehydration
14374,8099,dehydration
14374,16150,dehydration
14374,20902,dehydration
14374,22826,dehydration
14374,23658,dehydration
14374,26676,dehydration
14375,3293,dehydration
14375,3414,dehydration
14375,9195,dehydration
14375,16071,dehydration
14375,16571,dehydration
14375,21965,dehydration
14375,26657,dehydration
14375,26879,dehydration
14375,27534,dehydration
14375,27641,dehydration
14376,2756,dehydration
14376,4378,dehydration
14376,10713,dehydration
14376,16257,dehydration
14376,19425,dehydration
14376,22795,dehydration
14376,24783,dehydration
14376,26041,dehydration
14376,26716,dehydration
14376,27122,dehydration
14376,27701,dehydration
14377,3702,dehydration
14377,6544,dehydration
14377,7147,dehydration
14377,8055,dehydration
14377,12888,dehydration
14377,17222,dehydration
14377,17346,dehydration
14377,20457,dehydration
14377,20711,dehydration
14377,23346,dehydration
14377,23542,dehydration
14377,27799,dehydration
14378,2457,dehydration
14378,7206,dehydration
14378,12932,dehydration
14378,15769,dehydration
14378,16220,dehydration
14378,18203,dehydration
14378,22550,dehydration
14378,22591,dehydration
14378,27328,dehydration
14379,4472,dehydration
14379,5389,dehydration
14379,5489,dehydration
14379,11183,dehydration
14379,12502,dehydration
14379,14780,dehydration
14379,15004,dehydration
14379,15724,dehydration
14379,16040,dehydration
14379,20029,dehydration
14379,21629,dehydration
14380,7258,dehydration
14380,10692,dehydration
14380,13257,dehydration
14380,15880,dehydration
14380,16437,dehydration
14380,18569,dehydration
14380,23389,dehydration
14380,25427,dehydration
14380,25475,dehydration
14380,26066,dehydration
14381,3626,dehydration
14381,15114,dehydration
14381,26580,dehydration
14381,26670,dehydration
14381,27473,dehydration
14381,27864,dehydration
14381,27888,dehydration
14382,6498,dehydration
14382,12702,dehydration
14382,13379,dehydration
14382,25002,dehydration
14382,26355,dehydration
14383,4580,dehydration
14383,10308,dehydration
14383,13196,dehydration
14383,18373,dehydration
14383,22027,dehydration
14383,26226,dehydration
14383,27657,dehydration
14384,4616,dehydration
14384,16977,dehydration
14384,17392,dehydration
14384,21297,dehydration
14385,1015,dehydration
14385,6941,dehydration
14386,8250,dehydration
14386,8966,dehydration
14386,14526,dehydration
14386,20391,dehydration
14386,22330,dehydration
14386,23048,dehydration
14386,26465,dehydration
14387,6555,dehydration
14387,17314,dehydration
14387,20155,dehydration
14387,27988,dehydration
14388,4887,dehydration
14388,10966,dehydration
14388,11306,dehydration
14388,17285,dehydration
14388,26078,dehydration
14388,27601,dehydration
14388,27787,dehydration
14389,3381,dehydration
14389,7892,dehydration
14389,8553,dehydration
14389,9433,dehydration
14389,12417,dehydration
14389,16489,dehydration
14389,19224,dehydration
14389,27789,dehydration
14390,2585,dehydration
14390,8214,dehydration
14390,12301,dehydration
14390,13871,dehydration
14390,14970,dehydration
14392,4156,dehydration
14392,5134,dehydration
14392,21371,dehydration
14393,6870,dehydration
14393,7586,dehydration
14393,20132,dehydration
14393,24872,dehydration
14394,15710,dehydration
14394,17504,dehydration
14394,22975,dehydration
14394,23972,dehydration
14394,26307,dehydration
14395,14514,dehydration
14395,16289,dehydration
14395,24284,dehydration
14395,27694,dehydration
14396,13667,dehydration
14396,18108,dehydration
14396,20077,dehydration
14396,20112,dehydration
14397,8913,dehydration
14397,12580,dehydration
14397,16399,dehydration
14397,26850,dehydration
14397,27160,dehydration
14397,27361,dehydration
14398,3594,dehydration
14398,5806,dehydration
14398,16280,dehydration
14398,19004,dehydration
14398,20093,dehydration
14398,20798,dehydration
14398,24520,dehydration
14398,24799,dehydration
14399,3435,dehydration
14399,5100,dehydration
14399,8562,dehydration
14399,17639,dehydration
14399,22672,dehydration
14399,22931,dehydration
14399,24354,dehydration
14399,24422,dehydration
14399,24532,dehydration
14399,25327,dehydration
14399,25377,dehydration
14399,27591,dehydration
14400,685,dehydration
14400,2070,dehydration
14400,2484,dehydration
14400,3822,dehydration
14400,20785,dehydration
14400,21404,dehydration
14400,26659,dehydration
14401,1345,dehydration
14401,2878,dehydration
14401,6383,dehydration
14401,6994,dehydration
14401,16914,dehydration
14401,24626,dehydration
14401,26893,dehydration
14402,12325,dehydration
14402,23177,dehydration
14402,26097,dehydration
14402,26787,dehydration
14402,26803,dehydration
14402,26849,dehydration
14402,27239,dehydration
14402,27570,dehydration
14402,27722,dehydration
14403,13185,dehydration
14403,21341,dehydration
14403,26992,dehydration
14404,2553,dehydration
14404,4441,dehydration
14404,12582,dehydration
14404,18584,dehydration
14404,23270,dehydration
14404,24191,dehydration
14404,26219,dehydration
14405,26239,dehydration
14405,26403,dehydration
14405,27347,dehydration
14405,27411,dehydration
14406,11428,dehydration
14406,13956,dehydration
14406,19794,dehydration
14406,21579,dehydration
14406,21819,dehydration
14406,25875,dehydration
14406,26109,dehydration
14406,26328,dehydration
14406,26494,dehydration
14406,26520,dehydration
14407,4170,dehydration
14407,5603,dehydration
14407,10532,dehydration
14407,25481,dehydration
14407,26455,dehydration
14407,26726,dehydration
14407,27316,dehydration
14408,7865,dehydration
14408,14476,dehydration
14408,18077,dehydration
14408,24021,dehydration
14408,25788,dehydration
14408,26491,dehydration
14408,26939,dehydration
14408,27082,dehydration
14408,27338,dehydration
14409,8655,dehydration
14409,9376,dehydration
14409,13448,dehydration
14409,18673,dehydration
14409,22899,dehydration
14409,25640,dehydration
14410,5754,dehydration
14410,6248,dehydration
14410,8722,dehydration
14410,17420,dehydration
14410,22700,dehydration
14410,23778,dehydration
14410,27256,dehydration
14411,11920,dehydration
14411,14611,dehydration
14411,16185,dehydration
14411,16735,dehydration
14411,18525,dehydration
14411,27254,dehydration
14412,6285,dehydration
14412,9093,dehydration
14412,10535,dehydration
14412,17500,dehydration
14413,6611,dehydration
14413,11675,dehydration
14413,24753,dehydration
14414,2037,dehydration
14414,3662,dehydration
14414,5680,dehydration
14414,16354,dehydration
14414,17059,dehydration
14414,18370,dehydration
14414,19058,dehydration
14414,19769,dehydration
14414,20423,dehydration
14414,23485,dehydration
14414,26223,dehydration
14415,13011,dehydration
14415,16916,dehydration
14415,20474,dehydration
14416,3925,dehydration
14416,19129,dehydration
14416,26197,dehydration
14416,26216,dehydration
14416,28066,dehydration
14417,764,dehydration
14417,4728,dehydration
14417,14199,dehydration
14417,22167,dehydration
14418,3030,dehydration
14418,3781,dehydration
14418,6316,dehydration
14418,22893,dehydration
14419,5283,dehydration
14419,5648,dehydration
14419,6827,dehydration
14419,14847,dehydration
14419,18561,dehydration
14419,26551,dehydration
14420,1226,dehydration
14420,10547,dehydration
14420,10651,dehydration
14420,18193,dehydration
14420,21658,dehydration
14420,27107,dehydration
14420,27842,dehydration
14421,2280,dehydration
14421,27559,dehydration
14422,6543,dehydration
14422,10557,dehydration
14422,18094,dehydration
14422,19222,dehydration
14422,21794,dehydration
14423,3116,dehydration
14423,19418,dehydration
14423,25316,dehydration
14423,25395,dehydration
14424,4719,dehydration
14424,9300,dehydration
14424,22075,dehydration
14424,25254,dehydration
14424,27089,dehydration
14424,27278,dehydration
14425,5039,dehydration
14425,17509,dehydration
14425,19232,dehydration
14425,22535,dehydration
14425,22833,dehydration
14425,23501,dehydration
14425,23751,dehydration
14425,23855,dehydration
14426,3274,dehydration
14426,18118,dehydration
14426,20543,dehydration
14426,20663,dehydration
14426,21687,dehydration
14426,23261,dehydration
14426,24856,dehydration
14427,7020,dehydration
14427,17608,dehydration
14427,19561,dehydration
14428,5228,dehydration
14428,16131,dehydration
14428,21638,dehydration
14428,22934,dehydration
14429,4318,dehydration
14429,13573,dehydration
14429,27268,dehydration
14430,5347,dehydration
14430,6514,dehydration
14430,7373,dehydration
14430,8104,dehydration
14430,20500,dehydration
14430,22026,dehydration
14430,22250,dehydration
14431,1626,dehydration
14431,4756,dehydration
14431,5614,dehydration
14431,5630,dehydration
14431,7418,dehydration
14431,17936,dehydration
14432,1233,dehydration
14432,2482,dehydration
14432,3590,dehydration
14432,3619,dehydration
14432,3821,dehydration
14432,9907,dehydration
14432,13856,dehydration
14432,27269,dehydration
14433,5261,dehydration
14433,13866,dehydration
14433,14578,dehydration
14433,22284,dehydration
14433,22518,dehydration
14433,25096,dehydration
14434,712,dehydration
14434,898,dehydration
14434,14065,dehydration
14434,27710,dehydration
14434,27874,dehydration
14435,2688,dehydration
14435,19087,dehydration
14435,28172,dehydration
14436,2942,dehydration
14436,8015,dehydration
14436,21530,dehydration
14436,23201,dehydration
14436,23726,dehydration
14436,24611,dehydration
14436,25864,dehydration
14436,28051,dehydration
14436,28058,dehydration
14436,28096,dehydration
14437,9165,dehydration
14437,13293,dehydration
14437,14227,dehydration
14437,16178,dehydration
14437,20779,dehydration
14437,22088,dehydration
14437,23526,dehydration
14437,28098,dehydration
14437,28115,dehydration
14438,1310,dehydration
14438,1323,dehydration
14438,3988,dehydration
14438,4327,dehydration
14438,4917,dehydration
14438,6792,dehydration
14438,23484,dehydration
14439,2056,dehydration
14439,3022,dehydration
14439,4053,dehydration
14439,6048,dehydration
14439,9710,dehydration
14439,27308,dehydration
14439,28072,dehydration
14440,6298,dehydration
14440,8264,dehydration
14440,8949,dehydration
14440,9894,dehydration
14440,16382,dehydration
14440,16610,dehydration
14440,18288,dehydration
14440,19614,dehydration
14440,26438,dehydration
14441,933,dehydration
14441,1025,dehydration
14441,3553,dehydration
14441,4868,dehydration
14441,5055,dehydration
14441,16104,dehydration
14441,20791,dehydration
14441,21219,dehydration
14441,26322,dehydration
14441,27583,dehydration
14441,27860,dehydration
14442,1928,dehydration
14442,5271,dehydration
14442,5774,dehydration
14442,21981,dehydration
14442,25454,dehydration
14442,28198,dehydration
14443,807,dehydration
14443,3934,dehydration
14443,4493,dehydration
14443,5627,dehydration
14443,8114,dehydration
14443,8445,dehydration
14443,19270,dehydration
14444,7062,dehydration
14444,17470,dehydration
14445,2753,dehydration
14445,6746,dehydration
14445,18349,dehydration
14445,22560,dehydration
14445,25247,dehydration
14445,25753,dehydration
14445,26757,dehydration
14446,6641,dehydration
14446,7566,dehydration
14446,9406,dehydration
14446,19468,dehydration
14446,21308,dehydration
14447,2746,dehydration
14447,18316,dehydration
14447,25188,dehydration
14448,26365,dehydration
14448,27907,dehydration
14449,5142,dehydration
14449,6982,dehydration
14449,7214,dehydration
14449,9680,dehydration
14449,13182,dehydration
14450,8802,dehydration
14450,22740,dehydration
14450,25855,dehydration
14450,26194,dehydration
14451,3873,dehydration
14451,17288,dehydration
14451,18527,dehydration
14451,20424,dehydration
14451,22853,dehydration
14451,26720,dehydration
14452,13164,dehydration
14452,14530,dehydration
14452,20919,dehydration
14452,22036,dehydration
14452,24483,dehydration
14452,26623,dehydration
14452,26686,dehydration
14452,27038,dehydration
14452,28018,dehydration
14453,12393,dehydration
14453,20099,dehydration
14453,21413,dehydration
14453,26485,dehydration
14453,26628,dehydration
14453,27225,dehydration
14453,28006,dehydration
14454,6332,dehydration
14454,6733,dehydration
14454,9363,dehydration
14454,21130,dehydration
14454,22974,dehydration
14454,24215,dehydration
14454,24563,dehydration
14455,13457,dehydration
14455,14487,dehydration
14455,18852,dehydration
14455,26076,dehydration
14455,27849,dehydration
14456,16976,dehydration
14456,17030,dehydration
14456,18446,dehydration
14456,22381,dehydration
14456,23882,dehydration
14456,24585,dehydration
14456,26039,dehydration
14456,27284,dehydration
14457,233,dehydration
14457,2361,dehydration
14457,9797,dehydration
14457,18576,dehydration
14457,20126,dehydration
14457,21567,dehydration
14457,22198,dehydration
14457,25952,dehydration
14458,4548,dehydration
14458,17917,dehydration
14458,25704,dehydration
14458,26350,dehydration
14458,26665,dehydration
14459,9561,dehydration
14459,14264,dehydration
14459,18823,dehydration
14459,20415,dehydration
14459,24318,dehydration
14459,26903,dehydration
14460,6857,dehydration
14460,7170,dehydration
14460,7920,dehydration
14460,10141,dehydration
14460,10495,dehydration
14460,17031,dehydration
14460,23308,dehydration
14460,24696,dehydration
14460,27995,dehydration
14461,47,dehydration
14461,2896,dehydration
14461,7653,dehydration
14461,8727,dehydration
14461,12003,dehydration
14461,17876,dehydration
14461,23388,dehydration
14461,25556,dehydration
14461,27185,dehydration
14462,10578,dehydration
14462,11687,dehydration
14462,18895,dehydration
14462,24714,dehydration
14462,24885,dehydration
14462,27666,dehydration
14463,1157,dehydration
14463,3686,dehydration
14463,4780,dehydration
14463,4867,dehydration
14463,7951,dehydration
14463,15069,dehydration
14463,20432,dehydration
14463,25275,dehydration
14463,25600,dehydration
14463,26412,dehydration
14464,39,dehydration
14464,3237,dehydration
14464,21303,dehydration
14464,21753,dehydration
14464,22261,dehydration
14464,24350,dehydration
14464,25719,dehydration
14464,26922,dehydration
14464,27170,dehydration
14464,27618,dehydration
14465,2713,dehydration
14465,7004,dehydration
14465,15022,dehydration
14465,18902,dehydration
14465,21021,dehydration
14466,1948,dehydration
14466,1952,dehydration
14466,4269,dehydration
14466,4717,dehydration
14466,5800,dehydration
14466,6033,dehydration
14466,6373,dehydration
14466,9082,dehydration
14466,21183,dehydration
14466,21512,dehydration
14466,24685,dehydration
14466,26399,dehydration
14466,28113,dehydration
14467,5737,dehydration
14467,5868,dehydration
14467,11888,dehydration
14467,17557,dehydration
14467,18652,dehydration
14467,22359,dehydration
14467,26581,dehydration
14468,4591,dehydration
14468,6160,dehydration
14468,6601,dehydration
14468,12403,dehydration
14468,15581,dehydration
14468,17284,dehydration
14468,25149,dehydration
14468,28137,dehydration
14469,2381,dehydration
14469,5961,dehydration
14469,7288,dehydration
14469,8414,dehydration
14469,16016,dehydration
14469,16721,dehydration
14469,22852,dehydration
14470,11284,dehydration
14470,12497,dehydration
14471,10432,dehydration
14471,14107,dehydration
14471,14309,dehydration
14471,18994,dehydration
14471,20280,dehydration
14471,24414,dehydration
14471,27508,dehydration
14472,5083,dehydration
14472,14917,dehydration
14472,24110,dehydration
14472,27259,dehydration
14473,1868,dehydration
14473,2977,dehydration
14473,11757,dehydration
14473,12281,dehydration
14473,12297,dehydration
14473,14410,dehydration
14473,14887,dehydration
14473,15475,dehydration
14473,15764,dehydration
14473,22118,dehydration
14473,27202,dehydration
14473,28353,dehydration
14474,1177,dehydration
14474,5729,dehydration
14474,11075,dehydration
14474,14121,dehydration
14474,15395,dehydration
14474,24405,dehydration
14474,25131,dehydration
14475,13078,dehydration
14475,23494,dehydration
14475,28229,dehydration
14476,7113,dehydration
14476,14509,dehydration
14476,17960,dehydration
14477,1090,dehydration
14477,6683,dehydration
14477,8385,dehydration
14477,15859,dehydration
14477,23586,dehydration
14477,26876,dehydration
14478,11502,dehydration
14478,22793,dehydration
14478,27306,dehydration
14478,28361,dehydration
14479,280,dehydration
14479,451,dehydration
14479,13825,dehydration
14480,2637,dehydration
14480,5372,dehydration
14480,23325,dehydration
14480,26634,dehydration
14481,1854,dehydration
14481,2005,dehydration
14481,2104,dehydration
14481,2392,dehydration
14481,2478,dehydration
14481,6235,dehydration
14481,19416,dehydration
14481,22917,dehydration
14481,27295,dehydration
14482,3279,dehydration
14482,4786,dehydration
14482,8686,dehydration
14482,23837,dehydration
14482,24338,dehydration
14482,24862,dehydration
14482,25683,dehydration
14482,26547,dehydration
14482,26560,dehydration
14482,27656,dehydration
14483,397,dehydration
14483,913,dehydration
14483,5555,dehydration
14483,6125,dehydration
14483,9901,dehydration
14483,10641,dehydration
14483,12649,dehydration
14483,26566,dehydration
14483,27857,dehydration
14484,18138,dehydration
14484,26758,dehydration
14484,27587,dehydration
14484,28200,dehydration
14485,12449,dehydration
14485,14070,dehydration
14485,16193,dehydration
14485,19009,dehydration
14485,25654,dehydration
14485,27872,dehydration
14485,28197,dehydration
14486,4919,dehydration
14486,6497,dehydration
14486,21401,dehydration
14486,26619,dehydration
14487,4154,dehydration
14487,5563,dehydration
14487,6216,dehydration
14487,11914,dehydration
14487,13700,dehydration
14487,21066,dehydration
14487,22957,dehydration
14487,25229,dehydration
14488,487,dehydration
14488,3808,dehydration
14488,4820,dehydration
14488,6693,dehydration
14488,10406,dehydration
14488,11402,dehydration
14488,14842,dehydration
14488,16883,dehydration
14488,24926,dehydration
14488,27229,dehydration
14489,1156,dehydration
14489,7005,dehydration
14489,10036,dehydration
14489,12753,dehydration
14489,13374,dehydration
14489,16017,dehydration
14489,18734,dehydration
14489,21220,dehydration
14489,24801,dehydration
14489,24877,dehydration
14490,3087,dehydration
14491,485,dehydration
14491,1340,dehydration
14491,20751,dehydration
14492,3276,dehydration
14492,8876,dehydration
14492,9051,dehydration
14492,20292,dehydration
14493,8057,dehydration
14493,16841,dehydration
14493,18335,dehydration
14493,22150,dehydration
14493,23183,dehydration
14494,2459,dehydration
14494,4947,dehydration
14494,9215,dehydration
14494,14087,dehydration
14494,18640,dehydration
14494,21288,dehydration
14494,22492,dehydration
14494,25938,dehydration
14494,26003,dehydration
14494,27323,dehydration
14494,27968,dehydration
14495,1830,dehydration
14495,8611,dehydration
14495,8682,dehydration
14495,15564,dehydration
14495,20019,dehydration
14495,22105,dehydration
14495,27979,dehydration
14496,3557,dehydration
14496,9018,dehydration
14496,11587,dehydration
14496,19137,dehydration
14496,23556,dehydration
14496,25487,dehydration
14496,27928,dehydration
14496,28265,dehydration
14497,3558,dehydration
14497,8101,dehydration
14497,10000,dehydration
14497,14018,dehydration
14497,14508,dehydration
14497,15895,dehydration
14497,20472,dehydration
14497,25718,dehydration
14498,3863,dehydration
14498,9330,dehydration
14498,13162,dehydration
14498,18968,dehydration
14498,26779,dehydration
14499,3920,dehydration
14499,22232,dehydration
14499,22835,dehydration
14499,27354,dehydration
14499,28371,dehydration
14500,291,dehydration
14500,4880,dehydration
14500,6181,dehydration
14500,9349,dehydration
14500,13226,dehydration
14500,14390,dehydration
14500,15882,dehydration
14500,26967,dehydration
14500,26990,dehydration
14500,28093,dehydration
14501,4099,dehydration
14501,8687,dehydration
14501,14401,dehydration
14501,25114,dehydration
14501,25331,dehydration
14501,26112,dehydration
14501,28437,dehydration
14502,1293,dehydration
14502,1320,dehydration
14502,11604,dehydration
14502,13490,dehydration
14502,16031,dehydration
14502,18610,dehydration
14502,27429,dehydration
14502,28133,dehydration
14502,28459,dehydration
14503,1344,dehydration
14503,6551,dehydration
14503,23477,dehydration
14503,28305,dehydration
14504,3404,dehydration
14504,9467,dehydration
14504,26421,dehydration
14504,26695,dehydration
14505,2250,dehydration
14505,3769,dehydration
14505,7744,dehydration
14505,12826,dehydration
14505,15379,dehydration
14506,16658,dehydration
14506,16727,dehydration
14506,17169,dehydration
14506,18911,dehydration
14506,27058,dehydration
14506,28230,dehydration
14506,28342,dehydration
14507,15145,dehydration
14507,28007,dehydration
14508,8256,dehydration
14508,10897,dehydration
14508,10902,dehydration
14508,12670,dehydration
14508,19172,dehydration
14509,60,dehydration
14509,3167,dehydration
14509,28090,dehydration
14510,718,dehydration
14510,7299,dehydration
14510,9676,dehydration
14510,11696,dehydration
14510,11769,dehydration
14510,12657,dehydration
14510,14596,dehydration
14510,22268,dehydration
14510,25926,dehydration
14510,27851,dehydration
14510,28217,dehydration
14511,802,dehydration
14511,11137,dehydration
14511,27434,dehydration
14511,27486,dehydration
14512,512,dehydration
14512,3081,dehydration
14512,8793,dehydration
14512,8896,dehydration
14512,11658,dehydration
14512,18226,dehydration
14513,1972,dehydration
14513,15522,dehydration
14513,26166,dehydration
14514,691,dehydration
14514,10371,dehydration
14514,15432,dehydration
14514,20567,dehydration
14514,20759,dehydration
14515,735,dehydration
14515,16406,dehydration
14515,18354,dehydration
14515,20398,dehydration
14515,20450,dehydration
14515,28343,dehydration
14516,3407,dehydration
14516,7102,dehydration
14516,12321,dehydration
14516,17885,dehydration
14516,20812,dehydration
14517,6576,dehydration
14517,6689,dehydration
14517,7807,dehydration
14517,18731,dehydration
14517,22631,dehydration
14517,27526,dehydration
14518,3826,dehydration
14518,11988,dehydration
14518,25781,dehydration
14518,28413,dehydration
14519,5093,dehydration
14519,7450,dehydration
14519,9621,dehydration
14519,9915,dehydration
14519,18632,dehydration
14519,23198,dehydration
14519,24508,dehydration
14519,26390,dehydration
14519,26776,dehydration
14519,28492,dehydration
14520,5676,dehydration
14520,23795,dehydration
14520,26515,dehydration
14520,27101,dehydration
14521,16628,dehydration
14521,22941,dehydration
14522,16191,dehydration
14522,16636,dehydration
14522,19845,dehydration
14522,22523,dehydration
14522,22661,dehydration
14522,24675,dehydration
14522,27608,dehydration
14523,9104,dehydration
14523,9213,dehydration
14523,9706,dehydration
14523,18485,dehydration
14523,22220,dehydration
14523,26546,dehydration
14524,3017,dehydration
14524,4225,dehydration
14524,5398,dehydration
14524,19714,dehydration
14525,3636,dehydration
14525,4302,dehydration
14525,28000,dehydration
14525,28522,dehydration
14526,2758,dehydration
14526,15236,dehydration
14526,15923,dehydration
14526,27689,dehydration
14527,11872,dehydration
14527,20117,dehydration
14527,27506,dehydration
14528,3195,dehydration
14528,8142,dehydration
14528,13390,dehydration
14528,22110,dehydration
14528,23689,dehydration
14528,24396,dehydration
14528,24444,dehydration
14528,27143,dehydration
14529,3758,dehydration
14529,6958,dehydration
14529,8890,dehydration
14529,12675,dehydration
14529,15766,dehydration
14529,17155,dehydration
14529,17710,dehydration
14529,21330,dehydration
14529,23565,dehydration
14529,28553,dehydration
14530,10453,dehydration
14530,10750,dehydration
14530,12255,dehydration
14530,16082,dehydration
14530,24800,dehydration
14530,24865,dehydration
14530,25482,dehydration
14531,1039,dehydration
14531,15064,dehydration
14531,16458,dehydration
14531,18076,dehydration
14531,19510,dehydration
14531,20061,dehydration
14531,20259,dehydration
14531,20643,dehydration
14531,22688,dehydration
14531,28074,dehydration
14532,715,dehydration
14532,1040,dehydration
14532,1382,dehydration
14532,1583,dehydration
14532,7019,dehydration
14532,8081,dehydration
14532,9494,dehydration
14532,15844,dehydration
14532,16093,dehydration
14532,17008,dehydration
14532,22369,dehydration
14533,4950,dehydration
14533,7360,dehydration
14533,17333,dehydration
14533,24561,dehydration
14533,28571,dehydration
14534,6355,dehydration
14534,13565,dehydration
14534,15786,dehydration
14534,22017,dehydration
14534,25138,dehydration
14534,28271,dehydration
14535,1061,dehydration
14535,8830,dehydration
14535,9182,dehydration
14535,12167,dehydration
14535,27697,dehydration
14536,5669,dehydration
14536,16728,dehydration
14536,18431,dehydration
14536,20757,dehydration
14536,27603,dehydration
14537,4104,dehydration
14537,6396,dehydration
14537,9156,dehydration
14537,17670,dehydration
14537,17802,dehydration
14537,20971,dehydration
14537,21200,dehydration
14537,22802,dehydration
14537,28164,dehydration
14538,5858,dehydration
14538,6726,dehydration
14538,21554,dehydration
14538,24428,dehydration
14538,27986,dehydration
14539,17643,dehydration
14539,19838,dehydration
14539,26089,dehydration
14540,14085,dehydration
14540,16323,dehydration
14540,16466,dehydration
14540,21914,dehydration
14540,24770,dehydration
14540,27080,dehydration
14541,4044,dehydration
14541,10389,dehydration
14541,13314,dehydration
14541,14656,dehydration
14541,16248,dehydration
14541,24252,dehydration
14541,25251,dehydration
14541,27794,dehydration
14542,18459,dehydration
14542,22361,dehydration
14543,4155,dehydration
14543,14059,dehydration
14543,14997,dehydration
14543,17629,dehydration
14543,23295,dehydration
14543,24964,dehydration
14544,18638,dehydration
14544,20069,dehydration
14544,24646,dehydration
14544,24701,dehydration
14544,25303,dehydration
14545,12976,dehydration
14545,17191,dehydration
14545,20959,dehydration
14545,24683,dehydration
14545,25780,dehydration
14545,26208,dehydration
14545,26934,dehydration
14545,28181,dehydration
14545,28366,dehydration
14546,1072,dehydration
14546,1329,dehydration
14546,2509,dehydration
14546,2728,dehydration
14546,3076,dehydration
14546,4191,dehydration
14546,11662,dehydration
14546,18998,dehydration
14546,24765,dehydration
14546,28684,dehydration
14547,3647,dehydration
14547,5752,dehydration
14547,17544,dehydration
14547,23407,dehydration
14548,6223,dehydration
14548,6633,dehydration
14548,22050,dehydration
14548,22901,dehydration
14548,28421,dehydration
14549,2969,dehydration
14549,2981,dehydration
14549,6212,dehydration
14549,6609,dehydration
14549,7174,dehydration
14549,9279,dehydration
14549,15423,dehydration
14549,22805,dehydration
14549,24033,dehydration
14549,24501,dehydration
14549,24588,dehydration
14550,4185,dehydration
14550,4330,dehydration
14550,19905,dehydration
14550,23984,dehydration
14550,25016,dehydration
14550,26329,dehydration
14551,4382,dehydration
14551,4876,dehydration
14551,20387,dehydration
14552,3987,dehydration
14552,5070,dehydration
14552,5385,dehydration
14552,21776,dehydration
14552,22471,dehydration
14552,25636,dehydration
14553,458,dehydration
14553,1964,dehydration
14553,5061,dehydration
14553,5074,dehydration
14553,6345,dehydration
14553,17071,dehydration
14553,23343,dehydration
14553,28710,dehydration
14554,4576,dehydration
14554,5196,dehydration
14554,5250,dehydration
